news,source,label
"ನರ ದೌರ್ಬಲ್ಯವಿದ್ದರೆ ಮಕ್ಕಳು ಆಗೋದು ವಿಳಂಬ: ರಮೇಶ್‌ ಕುಮಾರ್‌ ವ್ಯಂಗ್ಯ                              
                        ",prajavani,1
"ಅಗ್ನಿಪಥ ಯೋಜನೆ, ಸೇನಾ ಶಿಸ್ತಿನೊಂದಿಗೆ ರಾಜಿ ಮಾಡಿಕೊಳ್ಳಬೇಡಿ: ರಾಹುಲ್‌ ಟೀಕೆ",asianet,1
ಕೇದಾರನಾಥಕ್ಕೆ ಭೇಟಿ ನೀಡಿದ ನವಾಬ : ಕೇಸು ದಾಖಲಿಸಿದ ಅರ್ಚಕರು,asianet,1
‘ಲಾಕ್‌ಡೌನ್ ಸಮಯದಲ್ಲಿ ಕಡಿಮೆ ಮಾಲಿನ್ಯದಿಂದಾಗಿ ಹಲವು ವರ್ಷಗಳ ನಂತರ ಬ್ರಹ್ಮ ಕಮಲ್ ಹೂವುಗಳ ಅರಳುವಿಕೆ’ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಂಡ ಹಳೆಯ ವೀಡಿಯೊ,factly,0
ಅಭಿವೃದ್ಧಿಗಾಗಿ  ಶೀಘ್ರ ಬಿಬಿಎಂಪಿ ಚುನಾವಣೆ: ಸಿಎಂ ಬೊಮ್ಮಾಯಿ,asianet,1
ಅಪ್ರಾಪ್ತೆ ಮೇಲೆ ಅತ್ಯಾಚಾರ: ಅಪರಾಧಿಗೆ 20 ವರ್ಷ ಶಿಕ್ಷೆ,asianet,1
 ಕಾಶ್ಮೀರ್ ಫೈಲ್ಸ್ ಎಫೆಕ್ಟ್,oneindia,0
"ಬೆಂಗಳೂರು ಬಿಜೆಪಿ ಮುಖಂಡ ಆತ್ಮಹತ್ಯೆಗೆ ಬಿಗ್ ಟ್ವಿಸ್ಟ್, ಡೆತ್​ನೋಟ್​ನಲ್ಲಿ ಹೆಣ್ಣಿನ ರಹಸ್ಯ ಬಯಲು",asianet,1
Yadgir: ನೌಕರಿ ಕೊಡಿಸುವುದಾಗಿ ರೇಖಾ ಎಂಬ ಮಹಿಳೆ ವಂಚನೆ: ಖೆಡ್ಡಾಗೆ ಕೆಡವಿದ ಸುರಪುರ ಪೋಲಿಸರು,asianet,1
 ಟಿಎಂಸಿಯ ಹಳೆ ಪೋಸ್ಟರ್ ಬಳಸಿ ಉತ್ತರ ಪ್ರದೇಶದಲ್ಲಿ ಕಾಂಗ್ರೆಸ್‌ ಪ್ರಚಾರ,asianet,0
 ರಾಜಸ್ಥಾನ ಸರ್ಕಾರ 8 ಮುಸ್ಲಿಮರನ್ನು ಬರಿಗಾಲಲ್ಲಿ ಕರೆದೊಯ್ದಿದ್ದು ಸತ್ಯವೇ? ,oneindia,0
ಗೆಳೆಯನ ಮನೆಯಲ್ಲಿ ಗುಂಡು ಹಾರಿಸಿಕೊಂಡು ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡ ಉಡುಪಿಯ ಉದ್ಯಮಿ ,asianet,1
ದೆಹಲಿ ಏರ್‌ಪೋರ್ಟ್‌ನಲ್ಲಿ ದಂಪತಿಯ ಬಂಧನ : 45 ಹ್ಯಾಂಡ್‌ ಗನ್‌ ಜಪ್ತಿ,asianet,1
 ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಮೋದಿ ಸರ್ಕಾರದಿಂದ ಉಚಿತ ಲ್ಯಾಪ್‌ಟಾಪ್? ,oneindia,0
Friday Files: ದೇಶಾದ್ಯಂತ ಏಕಕಾಲಕ್ಕೆ ಪ್ರೊಟೆಸ್ಟ್: ಶುಕ್ರ“ವಾರ್”ಗೆ ಮೊದಲೇ ಮುಹೂರ್ತ ಫಿಕ್ಸ್?,asianet,1
 ರಷ್ಯಾ ದಾಳಿ ಬಳಿಕ ಉಕ್ರೇನ್‌ನಲ್ಲಿ ಹೃದಯ ಸ್ಪರ್ಶದ ದೃಶ್ಯ,oneindia,0
 ಬಿರಿಯಾನಿಯಲ್ಲಿ ಸಂತಾನ ಶಕ್ತಿ ಹರಣ ಮಾತ್ರೆ– ಈ ಸುದ್ದಿ ಸುಳ್ಳು,prajavani,0
" ನಟನೆ, ರಾಜಕೀಯದಿಂದ ಈಗ ಬಿಗ್​ಬಾಸ್​ಗೆ ಬಂದ ಅರ್ಜುನ್ - ಟ್ರೋಫಿ ಗೆಲ್ತಾರಾ ನಟ?",news18,1
"ವಿಡಿಯೋದಲ್ಲಿ ಬೆಂಕಿ ಹಚ್ಚಿಕೊಂಡ ವ್ಯಕ್ತಿ ಮಂಗೋಲಿಯನ್ ಕಲ್ಲಿದ್ದಲು ಗಣಿ ಒಕ್ಕೂಟದ ಹೋರಾಟಗಾರರೆ ಹೊರತು, ಮಂಗೋಲಿಯನ್ ಮಂತ್ರಿ ಅಲ್ಲ",factly,0
"ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು  700ಕ್ಕೂ ಹೆಚ್ಚು ಜಾನುವಾರು ರಕ್ಷಣೆ, ಗೋ ಹತ್ಯೆ ನಿಷೇಧ ಕಾಯ್ದೆ ಉಲ್ಲಂಘಿಸಿದ 60 ಜನರ ಮೇಲೆ FIR",asianet,1
 ಕರ್ನಾಟಕದಲ್ಲಿ 50 ದಿನ ರಜೆ ವಿಸ್ತರಣೆ ಸುದ್ದಿಯ ಸತ್ಯಾಸತ್ಯತೆ,asianet,0
"ಜಾರ್ಖಂಡ್‌: 100ಕ್ಕೂ ಹೆಚ್ಚು ಹಂದಿಗಳ ಸಾವು; ಆಫ್ರಿಕನ್‌ ಹಂದಿ ಜ್ವರ ಶಂಕೆ                              
                        ",prajavani,1
"ಸಿದ್ದರಾಮಯ್ಯ ಅಮೃತಮಹೋತ್ಸವ ಮುಂದಿನ ಚುನಾವಣೆಗೆ ದಿಕ್ಸೂಚಿ: ಎಸ್‌ಎಸ್‌ಎಂ                              
                        ",prajavani,1
"News Hour ಅಜಾನ್ ವಿವಾದ ಅಂತ್ಯಕ್ಕೆ ಹೊಸ ಮಾರ್ಗಸೂಚಿ ಪ್ರಕಟ, ಕಠಿಣ ನಿಯಮ ಜಾರಿ",asianet,1
"ಟೇಬಲ್‌ ಟೆನಿಸ್‌: ಕ್ವಾರ್ಟರ್‌ಗೆ ಮಣಿಕಾ, ಶ್ರೀಜಾ                              
                        ",prajavani,1
 ಕೊರೊನಾ 3ನೇ ಅಲೆ ಮಕ್ಕಳ ಮೇಲೆ ಹೆಚ್ಚು ಪರಿಣಾಮ ಬೀರುವುದೇ?,oneindia,0
 ಉಕ್ರೇನ್ ಸುಂದರ ತಾಣಗಳೆಂದು ಬಿಂಬಿಸಿದ ವೈರಲ್ ವಿಡಿಯೊ ಚೀನಾದ್ದು,prajavani,0
 ಅಬ್ಬಬ್ಬಾ... ರೋಬೋಟ್‌ ಬಾಡಿಗಾರ್ಡ್‌ಗೆ 55 ಕೋಟಿ,asianet,0
ಅಮಿತಾಬ್ ಬಚ್ಚನ್ ಅವರು ನಾನಾವತಿ ಆಸ್ಪತ್ರೆಯ ಸಿಬ್ಬಂದಿಯನ್ನು ಶ್ಲಾಘಿಸುವ ಹಳೆಯ ವಿಡಿಯೋವನ್ನು ಈಗಿನ ವಿಡಿಯೊ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
ಬಾಲಕಿಯೊಬ್ಬಳು ಗರ್ಭಿಣಿಯನ್ನು ರಕ್ಷಿಸುವ ನೈಜ ಘಟನೆ ಎಂದು ಸ್ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ವೀಡಿಯೊವನ್ನು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ಮುಸ್ಲಿಂರ ಮನೆಗಳನ್ನು ಒಡೆದು ಹಾಕಿದಾಗ ಪ್ರಾಚೀನ ದೇವಾಲಯಗಳು ಕಂಡಿವೆ ಎನ್ನುವ ಹಳೆಯ ಸುಳ್ಳು ಸುದ್ದಿಗಳನ್ನ ಮತ್ತೆ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
 ವರ್ಕ್ ಫ್ರಂ ಹೋಂ ಮಾಡುವವರ ಸ್ಮಾರ್ಟ್‌ ‌ಫೋನ್‌ಗಳಿಗೆ ಫ್ರೀ ಇಂಟರ್‌ನೆಟ್‌?,asianet,0
" ಹಿಂದೂ–ಮುಸ್ಲಿಂ ಯುವಕರ ನಡುವೆ ಗಲಾಟೆ, ಮೂವರಿಗೆ ಚಾಕು ಇರಿತ",prajavani,0
"Covid Crisis: ಬಿಎ.4, ಬಿಎ.5 ಉಪತಳಿಯ ಮೊದಲ ದೇಶಿ ಕೇಸು ಪತ್ತೆ",asianet,1
"ಕೇಶ ವಿನ್ಯಾಸ ವಸ್ತು ಪ್ರದರ್ಶನಕ್ಕೆ ಚಾಲನೆ                              
                        ",prajavani,1
"ವಿಡಿಯೋ ಗೇಮ್ ಪಾತ್ರದ ವೀಡಿಯೊವನ್ನು, ಚೀನಾ ನಿರ್ಮಿಸಿದ ಮೊದಲ ಪ್ಲಾಸ್ಟಿಕ್ ಹೆಣ್ಣು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ",factly,0
"ರಸ್ತೆ ಅವ್ಯವಸ್ಥೆ: ಪರಿಶಿಷ್ಟರ ಪರದಾಟ                              
                        ",prajavani,1
ಈಜುವ ಬೆಟ್ಟಿಂಗ್ ಕಟ್ಟಿ ಇಹಲೋಕ ತ್ಯಜಿಸಿದ ಆಸಾಮಿ: ಬೆಟ್ಟಿಂಗ್ ನೆಪದಲ್ಲಿ ಕೊಂದೆ ಬಿಟ್ಟರಾ ಗೆಳೆಯರು?,asianet,1
"‘ಕಸ್ತೂರಿ ರಂಗನ್ ವರದಿ: ಜನರನ್ನು ತಪ್ಪು ದಾರಿಗೆ ಎಳೆಯುತ್ತಿದ್ದಾರೆ’                              
                        ",prajavani,1
ಕೇಜ್ರಿವಾಲ್ ಮನೆ ಮುಂದೆ ಪ್ರತಿಭಟನೆ: ತೇಜಸ್ವಿ ಸೂರ್ಯ ವಿರುದ್ಧ ಚಾರ್ಜ್‌ಶೀಟ್,asianet,1
" ಆಟೋ ಮೊಬೈಲ್​ ಕ್ಷೇತ್ರದಲ್ಲಿ ಕೆಲಸ ಮಾಡಲು ಆಸಕ್ತಿ ಇದ್ರೆ, ಇಲ್ಲಿದೆ ಭರಪೂರ ಅವಕಾಶ",news18,1
"ಪಿಎಫ್‌ಐ, ಎಸ್‌ಡಿಪಿಐ ನಿಷೇಧಕ್ಕೆ ಆಗ್ರಹ                              
                        ",prajavani,1
ಉದ್ಯಾನವನದ ಈ ಜಿಮ್ ಉಪಕರಣಗಳು ಭೂತ ಚೇಷ್ಟೆಯಿಂದ ಚಲಿಸುತ್ತಿಲ್ಲ,factly,0
ಹಗರಣ ಬಯಲಿಗೆಳೆದು ಮಾಫಿಯಾದಿಂದ 7 ಸುತ್ತು ಗುಂಡೇಟಿಗೆ ಒಳಗಾಗಿದ್ದ ಅಧಿಕಾರಿಗೆ UPSC ಗರಿ,asianet,1
"ಠೇವಣಿ ಹಣ ವಾಪಾಸ್‌ ನೀಡುವಂತೆ ಚೀನಾದಲ್ಲಿ ಪ್ರತಿಭಟನೆ, ಸರ್ಕಾರದ ಶಕ್ತಿಪ್ರಯೋಗದ ವಿಡಿಯೋ ವೈರಲ್",asianet,1
"ಮಂಕಿಪಾಕ್ಸ್‌ ಸೋಂಕು 100ಕ್ಕೆ ಏರಿಕೆ, ವ್ಯಾಧಿ ಉಲ್ಬಣ ಸಾಧ್ಯತೆ: ಡಬ್ಲ್ಯುಎಚ್‌ಒ",asianet,1
"ತೈವಾನ್ ಪ್ರತ್ಯೇಕಿಸಲು ಬಿಡೆವು: ಚೀನಾ ಉದ್ದೇಶಿಸಿ ನ್ಯಾನ್ಸಿ ಪೆಲೊಸಿ ಹೇಳಿಕೆ                              
                        ",prajavani,1
"ಕನ್ಹಯ್ಯ ಕೊಲೆ ಆರಂಭ ಮಾತ್ರ, ಹತ್ಯೆ ಹಿಂದೆ ಹಲವು ನರಹಂತಕರು, NIA ಬಿಟ್ಟಿಟ್ಟ ರಹಸ್ಯ",asianet,1
"ಮೋದಿ ಸರ್ಕಾರದ ರಣಹೇಡಿ ಕೃತ್ಯ: ರೇಣುಕಾ ಸಿಂಗೆ                              
                        ",prajavani,1
 ಈ ಫೋಟೋಗಳು ಕರ್ನಲ್ ತ್ರಿಪಾಠಿ ಮೇಲಾದ ದಾಳಿಯದ್ದಾ?,oneindia,0
ನೀರಿನಲ್ಲಿ ಕೊಚ್ಚಿ ಹೋಗುತ್ತಿದ್ದ ಇಬ್ಬರು ಮಕ್ಕಳನ್ನುಕಾಪಾಡಿದ ವ್ಯಕ್ತಿ ಮಕ್ಕಳ ತಂದೆಯಲ್ಲ,factly,0
 ವಾರಾಣಸಿಯ ನಂದಿ ವಿಗ್ರಹ ಎನ್ನಲಾದ ವೈರಲ್‌ ಫೋಟೋ ಮಹಾರಾಷ್ಟ್ರದ್ದು,asianet,0
ಇದು ವಿರಾಟ್-ಅನುಷ್ಕಾ ಅವರ ನವಜಾತ ಶಿಶುವಿನ ಚಿತ್ರವಲ್ಲ,factly,0
Bengaluru Crime News: ಹುಟ್ಟು ಹಬ್ಬದಂದೇ ಯುವಕನ ಭೀಕರ ಹತ್ಯೆ,asianet,1
" ‘ಇದು ಬೆಂಗಳೂರಿನ ಆಸ್ಪತ್ರೆಯ ಸ್ಥಿತಿ, ಯಾರೂ ಮನೆಯಿಂದ ಹೊರಹೋಗಬೇಡಿ’",asianet,0
"‘ಜೆಡಿಎಸ್ ಸಂಘಟನೆ ಬಲಪಡಿಸಲು ಒತ್ತು’                              
                        ",prajavani,1
ಈ ಚಿತ್ರದಲ್ಲಿರುವ ಹುಡುಗ ತನ್ನ ಶಾಲೆಯ ರಸಾಯನಶಾಸ್ತ್ರ ಪ್ರಯೋಗಾಲಯವನ್ನು ಸ್ವಚ್ಚಗೊಳಿಸುವಾಗ ಗಾಯಗೊಂಡಿದ್ದಾನೆ,factly,0
 ಫೇಸ್ಬುಕ್ಕಲ್ಲಿ ಕೇಸರಿ ಧ್ವಜ ಇಮೋಜಿ,asianet,0
"15 ಶಾಲೆಗಳಿಗೆ ಶುದ್ಧ ನೀರು: ₹9 ಲಕ್ಷ ವೆಚ್ಚ                              
                        ",prajavani,1
Sedition Case 300ಕ್ಕೂ ಹೆಚ್ಚು ದೇಶದ್ರೋಹ ಕೇಸ್‌ಗೆ ಬ್ರೇಕ್‌,asianet,1
"ನೀರಿನಲ್ಲಿ ಸಿಲುಕಿದ್ದ ಮೂವರ ರಕ್ಷಣೆ                              
                        ",prajavani,1
" ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಸ್ಥಿತಿ ಪಾಕಿಸ್ತಾನದಂತಾಗಿದೆಯೇ, ಆ ವಿಡಿಯೊ ಅಸಲಿಯೇ?",prajavani,0
 ಮನೆ ಮುಂದೆಯೇ ಮದುವೆ ಬ್ರೋಕರ್ ಮರ್ಡರ್!,news18,1
"ಸ್ವಾತಂತ್ರ್ಯದ ಅಮೃತ ಮಹೋತ್ಸವ: 150 ಪಾರಂಪರಿಕ ತಾಣಗಳಲ್ಲಿ ತ್ರಿವರ್ಣ ಧ್ವಜಾರೋಹಣ                              
                        ",prajavani,1
"ಜ್ಞಾನವಾಪಿ ಗದ್ದಲದ ಬೆನ್ನಲ್ಲೇ ಕುತುಬ್ ಮಿನಾರ್ ವಿವಾದ, ಉತ್ಖನನ ನಡೆಸಲು ASIಗೆ ಸರ್ಕಾರದ ಆದೇಶ",asianet,1
"ಭಾರತದಲ್ಲಿ ಮತದಾನ ಕಡ್ಡಾಯಗೊಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ: ಕೇಂದ್ರ ಸ್ಪಷ್ಟನೆ                              
                        ",prajavani,1
 ಭಾರತೀಯ ಪಾಸ್‌ಪೋರ್ಟ್‌ಗಳಿಂದ ರಾಷ್ಟ್ರೀಯತೆಯ ಹಕ್ಕನ್ನು ತೆಗೆದುಹಾಕಿಲ್ಲ,oneindia,0
"‘ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿ: ಪದವಿ ಅವಧಿ ಬದಲಾಗಿಲ್ಲ’                              
                        ",prajavani,1
"ನೇಮಕಾತಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಅಕ್ರಮ: 72 ಶಿಕ್ಷಕರ ವಜಾ                               
                        ",prajavani,1
ANY DESK APP ಡೌನ್ಲೋಡ್ ಮಾಡಿಸಿ ಲಕ್ಷಾಂತರ ದೋಚಿದ  ಕಳ್ಳರು ,asianet,1
 ಬ್ರಾಹ್ಮಣ ಎಂಬ ಕಾರಣಕ್ಕೆ ವೈದ್ಯರನ್ನು ಅಖಿಲೇಶ್ ಯಾದವ್ ನಿಂದಿಸಿದ್ದಾರಾ?,oneindia,0
" ಕುಡಿದ ಮತ್ತಿನಲ್ಲಿ ವದ್ಧನ ನಿರ್ದಯವಾಗಿ ಥಳಿಸಿದ ಕಾನ್​ಸ್ಟೇಬಲ್, ವೈರಲ್ ಆಯ್ತು ವಿಡಿಯೋ",news18,1
ಲೈಂಗಿಕ ದೌರ್ಜನ್ಯ:  ಮಲಯಾಳಂ ನಟ ವಿಜಯ್ ಬಾಬು ಬಂಧನ,asianet,1
"ನಂದಿನಿಗೆ ‘ಕನ್ನಡ ಭೂಷಣ’ ಪ್ರಶಸ್ತಿ                              
                        ",prajavani,1
ಆಂಧ್ರಪ್ರದೇಶ ಸರ್ಕಾರವು ಅಧಿಕೃತ ಪಡಿತರ ಚೀಟಿಗಳಲ್ಲಿ ಜೀಸಸ್‌ ಫೋಟೋವನ್ನು ಮುದ್ರಿಸಿಲ್ಲ,factly,0
ಪ್ರವೀಣ್‌ ನೆಟ್ಟಾರು ಹತ್ಯೆ: ಮತ್ತಿಬ್ಬರ ಬಂಧನ ,prajavani,1
 ಧ್ಯೇಯವಾಕ್ಯ ಬದಲಿಸಿದ ಸುಪ್ರೀಂಕೋರ್ಟ್?,asianet,0
ಕೋಲ್ಕತ್ತದಲ್ಲಿ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿಯವರ 2014ರ ಸಾರ್ವಜನಿಕ ಸಭೆಯ ಫೋಟೊವನ್ನು ಬಿಹಾರದಲ್ಲಿ ಯೋಗಿ ಸಾರ್ವಜನಿಕ ಸಭೆ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ಸಿಇಟಿಯಲ್ಲೂ ಹಿಜಾಬ್‌ ನಿಷೇಧ: ಕರ್ನಾಟಕ ಪರೀಕ್ಷಾ ಪ್ರಾಧಿಕಾರದ ಆದೇಶ,asianet,1
"Prophet Comments Row : ಕಲ್ಲು ತೂರಿದವರ ಮೇಲೆ ಮುಗಿಬಿದ್ದ ಬುಲ್ಡೋಜರ್, ರಾಂಚಿಯಲ್ಲಿ ಇಬ್ಬರ ಸಾವು",asianet,1
"18 ತಿಂಗಳಲ್ಲಿ 10 ಲಕ್ಷ ಉದ್ಯೋಗ ನೇಮಕಾತಿ, ಸಂಚಲನ ಸೃಷ್ಟಿಸಿದ ಪ್ರಧಾನಿ ಮೋದಿ ಘೋಷಣೆ",asianet,1
"ಕೌಟುಂಬಿಕ ಕಲಹ ಸಂಬಂಧ ಮಹತ್ವದ ತೀರ್ಪು, FIR ದಾಖಲಾದ 2 ತಿಂಗಳವರೆಗೆ ಅರೆಸ್ಟ್‌ ಮಾಡುವಂತಿಲ್ಲ",asianet,1
ಅಜ್ಜಿ-ಅಮ್ಮನಂತೆ ಪ್ರಿಯಾಂಕಾಗೂ ರಾಜ್ಯದಿಂದಲೇ ರಾಜಕೀಯ ಭವಿಷ್ಯಕ್ಕೆ ತಿರುವು ಸಿಗುತ್ತಾ?,asianet,1
ಗ್ಯಾನವಾಪಿ ಮಸೀದಿ ‘ಶಿವಲಿಂಗ’ ಪೂಜೆಗೆ ಯತ್ನ: ಶ್ರೀಗಳಿಗೆ ಪೊಲೀಸರ ತಡೆ,asianet,1
ಕುದುರೆ ಕೂದಲು ಹುಳುವಿನ ವೀಡಿಯೋವನ್ನು ಶಿವ ನಾಗ ಮರದ ಬೇರು ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
" ಜಯಾ ಪಕ್ಕ ನಿರ್ಮಲಾ ಸೀತಾರಾಮನ್, ಹಳೆ ಪೋಟೋದ ಹೊಸ ಕತೆ",asianet,0
"Assam Flood ಬುಟ್ಟಿಯಲ್ಲಿ ಮಗು ಹೊತ್ತು ಭೀಕರ ಪ್ರವಾಹ ದಾಟಿದ ತಂದೆ, ಹೃದಯಸ್ಪರ್ಶಿ ವಿಡಿಯೋ ವೈರಲ್",asianet,1
ಬ್ಲೂಟೂತ್ ಅಭ್ಯರ್ಥಿಗಳಿಗೆ KPSC ಶಾಶ್ವತ ಡಿಬಾರ್ ,asianet,1
ಬುಕ್ ಸ್ಟಾಲ್ ನಲ್ಲಿ ಡ್ರಗ್ಸ್ ಮಾರುತ್ತಿದ್ದವರ ಬಂಧನ,asianet,1
ಆಸ್ಟ್ರೇಲಿಯಾದ ಅಭಿಮಾನಿಯೊಬ್ಬರು ‘ವಂದೇ ಮಾತರಂ’ ಘೋಷಣೆ ಕೂಗುವ ಹಳೆ ವಿಡಿಯೋವನ್ನು ಇತ್ತೀಚೆಗೆ ನಡೆದ T20 ವಿಶ್ವಕಪ್‌ಗೆ ಲಿಂಕ್ ಮಾಡಿ ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"‘ಗದೆ, ಬಿಲ್ಲು ಮತ್ತು ಬಾಣ’ ಶಿಲ್ಪಕಲೆ ಹೊಂದಿರುವ ಸರ್ಕಲ್‌ ಇರುವುದು ವಡೋದರಾದಲ್ಲಿ,  ಅಯೋಧ್ಯೆಯಲ್ಲಿ ಅಲ್ಲ",factly,0
"ಮೂಢನಂಬಿಕೆ: ದೆವ್ವ ಬಿಡಿಸಲು ಹೋಗಿ 5 ವರ್ಷದ ಮಗಳನ್ನು ಕೊಂದ ಪೋಷಕರು                              
                        ",prajavani,1
‘ಜೈಲಿನಲ್ಲಿದ್ದ ಮಹಿಳೆ ಬನಾರಸ್ (ವಾರಣಾಸಿ) ನ ಬಂಧನ ಕೇಂದ್ರದಲ್ಲಿ ಬೇಲಿ ಮೂಲಕ ಮಗುವಿಗೆ ಹಾಲುಣಿಸುತ್ತಾಳೆ’ ಎಂದು ಹಳೆಯ ಚಿತ್ರವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಆ.7ಕ್ಕೆ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ನೀತಿ ಆಯೋಗದ ಸಭೆ                              
                        ",prajavani,1
"ಛಾವಣಿಯಿಂದ ಕೆಳಗೆ ಬಿದ್ದಾತನ ಕತ್ತು ಸೀಳಿ ಬಾಯಿಯಿಂದ ಹೊರಬಂದ ರಾಡ್‌, 2 ತಾಸಿನಲ್ಲಿ ನಡೆಯಿತು ಚಮತ್ಕಾರ",asianet,1
"ಮಳೆ ಹಾನಿ ನಿರ್ವಹಣೆ ರಾಜ್ಯ ಸರ್ಕಾರ ವಿಫಲ: ಖಾದರ್‌ ಆರೋಪ                              
                        ",prajavani,1
ಇಂಡೋನೇಷ್ಯಾದಲ್ಲಿ ನಡದ ವಿಮಾನ ಅಪಘಾತ ಎಂದು ಗ್ರಾಫಿಕ್ಸ್ ವೀಡಿಯೊವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
 ಒಡಿಶಾದ ಮೂವರು ಸೇರಿ 8 ಮಂದಿ ಡ್ರಗ್ ಪೆಡ್ಲರ್‌ಗಳ ಬಂಧನ,asianet,1
ರಷ್ಯಾದ ಬೀದಿಗಳಲ್ಲಿ ಮುಸ್ಲಿಮರು ನಮಾಜ್ ಸಲ್ಲಿಸುತ್ತಿರುವ ದೃಶ್ಯಗಳನ್ನು ಫ್ರಾನ್ಸ್ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಪತಿಯ ಕಳ್ಳತನ ಕೃತ್ಯಕ್ಕೆ ಬೆಂಬಲ ಕೊಟ್ಟ ಪತ್ನಿ, ಮೈದುನ ಜೈಲಿಗೆ",asianet,1
 ರಿಯಾ ಚಕ್ರವರ್ತಿ ಪರ ಟ್ವಿಟರ್ ಪೋಸ್ಟ್ ಗಳ ಹಿಂದಿನ ರಹಸ್ಯ,oneindia,0
"ಲಾಯರ್ ಮನೆಗೆ ದೋಚಲು ಕಳ್ಳನಿಗೆ  ನೆರವಾದ ಪ್ರೇಯಸಿ, 24 ಗಂಟೆಯೊಳಗೆ ಆರೋಪಿಗಳು ಅಂದರ್",asianet,1
 ದೇವರನಾಡು ಕೇರಳದಲ್ಲಿ ಈ ಸ್ಥಳಗಳನ್ನು ಮಿಸ್ ಮಾಡ್ದೇ ನೋಡಿ!,news18,1
ನಾಸಿಕ್‌ನ ಥಿಯೇಟರ್‌ನಲ್ಲಿ ‘ದಿ ಕಾಶ್ಮೀರ್ ಫೈಲ್ಸ್’ ಚಿತ್ರದ ಪ್ರದರ್ಶನದ ವೇಳೆ ನಡೆದ ಘಟನೆಯನ್ನು ಸುಳ್ಳು ಕೋಮು ನಿರೂಪಣೆಯೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
 ಮಹಾರಾಷ್ಟ್ರದ ಅಂಬೋಲಿ ಜಲಪಾತ ಹೆಸರಲ್ಲಿ ಗುಜರಾತ್ ಜಲಪಾತದ ವಿಡಿಯೋ ವೈರಲ್,asianet,0
"ಸಂತ್ರಸ್ತರ ಪುನರ್ವಸತಿಗೆ ಒತ್ತು: ಸಚಿವ ಆರ್‌.ಅಶೋಕ                              
                        ",prajavani,1
"ಕಲೈಸೆಲ್ವಿ ಸಿಎಸ್‌ಐಆರ್‌ನ ಮೊದಲ ಮಹಿಳಾ ಮಹಾ ನಿರ್ದೇಶಕಿ                              
                        ",prajavani,1
"ಬಾಲ್ಕನಿಯಲ್ಲಿ ಹೊಸ ಜೋಡಿಯ ಸೆಕ್ಸ್, ಸುಮ್ನೆ ಬಿಡ್ಲಿಲ್ಲ ಚೀನಾ ಪೊಲೀಸ್",asianet,1
" ಬಂಧಿಸಿದರೂ ಸರಿ, ಪಕ್ಷ ಬಿಡಲ್ಲ ಎಂದ ಶಿವಸೇನಾ ಸಂಸದ ಸಂಜಯ್ ರಾವತ್!",news18,1
"ಕೋಲಾರ: ಆರ್‌ಎಸ್‌ಎಸ್‌ ಮುಖಂಡನಿಗೆ ಚಾಕುವಿನಿಂದ ಹಲ್ಲೆ                              
                        ",prajavani,1
"ಭಕ್ತಿ–ಭಾವದ ಕಟ್ಟದಪ್ಪ, ಪೊಟ್ಟಪ್ಪ ಸೇವೆ                              
                        ",prajavani,1
"ಕೋವಿಡ್ ದೃಢ ಪ್ರಮಾಣ ಶೇ 3.38ಕ್ಕೆ ಏರಿಕೆ                              
                        ",prajavani,1
 ನಾಗಾಲ್ಯಾಂಡ್ ಹಿಂಸಾಚಾರದ ವಿಡಿಯೊ ಹಿಂದಿರುವ ಸತ್ಯ ,oneindia,0
