,news,source
382,ನೂಪುರ್‌ ಶರ್ಮ ತಲೆ ತಂದವರಿಗೆ ನನ್ನ ಮನೆಯನ್ನ ದಾನ ಮಾಡ್ತೇನೆ,asianet
383,ನಕಲಿ ನಂಬರ್‌ ಪ್ಲೇಟ್‌ ಅಳವಡಿಸಿ 55 ಬಾರಿ ನಿಯಮ ಉಲ್ಲಂಘಿಸಿದ ಭೂಪ..,asianet
384,ಮೋದಿ ಕಾಪ್ಟರ್‌ ಬಳಿ ಬಲೂನ್‌ ಹಾರಾಟ: ಭಾರಿ ಭದ್ರತಾಲೋಪ: 4 ಕಾಂಗ್ರೆಸ್‌ ನಾಯಕರು ಅಂದರ್,asianet
385,ಸರ್ಕಾರಕ್ಕೆ ಮುಜುಗರ ಪ್ರಶ್ನೆಯೇ ಇಲ್ಲ: ಸಿಎಂ ಬೊಮ್ಮಾಯಿ,asianet
386,"ಕೊಡಗು, ದಕ್ಷಿಣ ಕನ್ನಡಗೆ ಹೈದ್ರಾಬಾದ್‌ ತಜ್ಞರ ತಂಡ: ಸಚಿವ ಆರ್‌. ಅಶೋಕ್‌",asianet
387,"ಪ್ರಾಥಮಿಕ ಕೃಷಿ ಸಾಲ ಸಂಸ್ಥೆಗಳಲ್ಲಿ ಪೆಟ್ರೋಲಿಯಂ, ಪಡಿತರ ಸೇಲ್‌?: ಅಮಿತ್‌ ಶಾ",asianet
388,"ಸಿಧು ಮೂಸೆ ವಾಲ ಹತ್ಯೆ ಬಳಿಕ ಕಾರಿನಲ್ಲಿ ಸಂಭ್ರಮ ಆಚರಿಸಿದ್ದ ಹಂತಕರು, ವಿಡಿಯೋ ವೈರಲ್",asianet
389,ಬಾಸ್‌ನ ಹೇಗಂತಾ ಕರಿಲಿ.. . ಹೇಯ್‌ ಅಂತ ಕರೆದು ಆರತಿ ಮಾಡಿಸಿಕೊಂಡ ,asianet
390,ಜಮೀನು ವಿವಾದ: ಬುಡಕಟ್ಟು ಮಹಿಳೆಗೆ ಬೆಂಕಿ ಹಚ್ಚಿ ಚಿತ್ರೀಕರಿಸಿದ ದುರುಳರು: ವಿಡಿಯೋ ವೈರಲ್,asianet
391,ಪ್ರಿಯಕರನೊಡನೆ ಸೇರಿ ಪತಿ ಕೊಲೆ ಮಾಡಿ ನಾಪತ್ತೆ ಕೇಸ್‌ ದಾಖಲಿಸಿದ್ದ ಪತ್ನಿ ಅಂದರ್‌ ,asianet
392, ಹೈದರಾಬಾದ್ ಹೆಸರು ಬದಲಾಯಿಸಲು ಸಜ್ಜಾದ ಬಿಜೆಪಿಗೆ KTR ಟಾಂಗ್,asianet
393,ಉದ್ಧವ್‌ಗಾಗಿ ಕಣ್ಣೀರು ಸುರಿಸಿದ್ದ ಶಾಸಕನಿಂದ ವಿಶ್ವಾಸಮತಕ್ಕೂ ಮುನ್ನ ಶಿಂಧೆ ಬಣಕ್ಕೆ,asianet
394,"ನಾನೂ ನಾಲ್ಕು ಬಾರಿ ಸಿಎಂ ಆಗಿದ್ದೆ, ಗವರ್ನರ್‌ ನನಗೆ ಪೇಡಾ ತಿನ್ಸಿರ್ಲಿಲ್ಲ",asianet
395,ಬುಕ್ ಸ್ಟಾಲ್ ನಲ್ಲಿ ಡ್ರಗ್ಸ್ ಮಾರುತ್ತಿದ್ದವರ ಬಂಧನ,asianet
396,"ಇನ್ನಾರು ತಿಂಗಳಲ್ಲಿ ಶಿಂಧೆ ಸರ್ಕಾರ ಪತನ, ಚುನಾವಣೆಗೆ ಸಿದ್ಧರಾಗಿ:  ಪವಾರ್‌",asianet
397,CBSE Class 10th Result 2022 LIVE: ಇವತ್ತು ಅನೌನ್ಸ್ ಆಗೋಲ್ಲ ಫಲಿತಾಂಶ ,asianet
398,ಪ್ರಧಾನಿ ಕಚೇರಿ ಸಿಬ್ಬಂದಿ ಹೆಸರಿನಲ್ಲಿ ಚಾಮರಾಜನಗರ ಡಿಸಿಗೆ ವ್ಯಕ್ತಿ ಕರೆ..,asianet
399,ನವವಿವಾಹಿತೆ ಕಿಡ್ನಾಪ್‌ ಕೇಸ್‌: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ಪಾಲಿಕೆ ಸದಸ್ಯ ಚೇತನ್‌ ಸೇರಿ ಮೂವರ ಬಂಧನ,asianet
400,"ಏರ್‌ಇಂಡಿಯಾ ನೇಮಕಾತಿಗೆ ಇಂಡಿಗೋ ಸಿಬ್ಬಂದಿ ದಿಢೀರ್ ರಜೆ, 900ಕ್ಕೂ ಹೆಚ್ಚು ವಿಮಾನ ಹಾರಾಟ ವಿಳಂಬ",asianet
401,"ತೆಲಂಗಾಣದಲ್ಲಿ ಬಿಜೆಪಿಯ ಡಬಲ್ ಎಂಜಿನ್ ಸರ್ಕಾರ ಖಚಿತ, ಬೃಹತ್ ರ್‍ಯಾಲಿಯಲ್ಲಿ ಮೋದಿ ಭಾಷಣ",asianet
402,"ಕನ್ಹಯ್ಯ ಕೊಲೆ ಆರಂಭ ಮಾತ್ರ, ಹತ್ಯೆ ಹಿಂದೆ ಹಲವು ನರಹಂತಕರು, NIA ಬಿಟ್ಟಿಟ್ಟ ರಹಸ್ಯ",asianet
403,Belagavi; ಹೆತ್ತ ಮಗಳ ಮೇಲೆ ವೈದ್ಯ ತಂದೆಯಿಂದಲೇ ಪೈಶಾಚಿಕ ಕೃತ್ಯ,asianet
404,ಒಂದೇ ಮಳೆಗೆ ಸ್ವಿಮ್ಮಿಂಗ್ ಪೂಲ್‌ನಂತಾದ 200 ಕೋಟಿ ರೂಪಾಯಿ ವೆಚ್ಚದ ಸೇತುವೆ,asianet
405,ಪಿಯು ಕಾಲೇಜುಗಳಲ್ಲಿ ಡಿಸೆಂಬರ್‌ ಬಳಿಕ NEP ಪಠ್ಯಕ್ರಮ: BC Nagesh,asianet
406,"ಮಣಿಪುರ ಇತಿಹಾಸದಲ್ಲೇ ಭೀಕರ ಭೂಕುಸಿತ, ಮತ್ತೆ 8 ಮೃತದೇಹ ಪತ್ತೆ",asianet
407,ಸರ್ಕಾರಿ ಉದ್ಯೋಗ ಕೊಡಿಸುವುದಾಗಿ 1.53 ಕೋಟಿ ವಂಚನೆ: ಇಬ್ಬರ ಬಂಧನ,asianet
408,ನಿಗದಿಗಿಂತ 6 ದಿನ ಮೊದಲೇ ಮುಂಗಾರು ಈಗ ದೇಶವ್ಯಾಪಿ,asianet
409,"ಆಲ್ಟ್‌ ನ್ಯೂಸ್‌ನ ಜುಬೇರ್‌ಗೆ ಪಾಕ್‌, ಸಿರಿಯಾ, ಗಲ್ಫ್‌ ರಾಷ್ಟ್ರಗಳ ದೇಣಿಗೆ",asianet
410,ಬಳ್ಳಾರಿ: ಹೆಂಡತಿ ಬಗ್ಗೆ ಕೆಟ್ಟದಾಗಿ ಬೈದ ಸ್ನೇಹಿತನ ಕೊಲೆ,asianet
411," ಶಿಕ್ಷಕನ ರಾಸಲೀಲೆ ವಿಡಿಯೋ ವೈರಲ್, ಕಾಮುಕನ ಮತ್ತೊಂದು ಅಸಲಿ ಮುಖ ಬಿಚ್ಚಿಟ್ಟ ಗ್ರಾಮಸ್ಥರು",asianet
412,Mysuru Crime News: ತಲೆ ಕೂದಲು ಉದುರುವ ಸಮಸ್ಯೆ: ಬೇಸತ್ತ ಯುವತಿ ಆತ್ಮಹತ್ಯೆ,asianet
413,ಡಜನ್‌ಗಟ್ಟಲೆ ಮೊಸಳೆ ಮೊಟ್ಟೆಗಳು ಗ್ರಾಮಸ್ಥರಲ್ಲಿ ಆತಂಕ,asianet
414,"ಕನ್ಹಯ್ಯಲಾಲ್‌ ಹಂತಕರಿಗೆ ಎನ್‌ಐಎ ಫುಲ್‌ ಡ್ರಿಲ್, ಕೋರ್ಟ್‌ನಲ್ಲಿ ವಕೀಲರಿಂದಲೇ ಹಲ್ಲೆ, ವಿಡಿಯೋ ವೈರಲ್",asianet
415,ಕಚೇರಿಯಲ್ಲೇ PDO ಜೊತೆ ಗ್ರಾ.ಪಂ ಸದಸ್ಯನ ಅನುಚಿತ ವರ್ತನೆ : Video ವೈರಲ್,asianet
416,ಉದಯ್‌ಪುರ ಬಳಿಕ ಮಹಾದಲ್ಲೂ ಭಯಾನಕ  ಕೃತ್ಯ: ನೂಪುರ್‌ ಬೆಂಬಲಿಸಿದ್ದಕ್ಕೆ ವ್ಯಕ್ತಿಯ ಇರಿದು ಕೊಲೆ,asianet
417,"ಆಲ್ಟ್‌ ನ್ಯೂಸ್‌ನ ಮೊಹಮದ್ ಜುಬೇರ್‌ ಜಾಮೀನು ಅರ್ಜಿ ತಿರಸ್ಕೃತ, 14 ದಿನ ಜೈಲೇ ಗತಿ",asianet
418,20 ರೂ. ಚಹಾಕ್ಕೆ 70  ರೂ. ಬಿಲ್‌ : ಸೇವಾ ಶುಲ್ಕ ಎಂದ ರೈಲ್ವೇ ಇಲಾಖೆ,asianet
419,ಹಿರಿಯ ಅಭಿಮಾನಿಯ ಪಾದಕ್ಕೆ ನಮಸ್ಕರಿಸಿದ ನೀರಜ್‌ ಚೋಪ್ರಾ : ವಿಡಿಯೋ ವೈರಲ್,asianet
420,ಕುರಾನ್ ಓದಿದವರು ಎಲ್ಲಾ ಭಯೋತ್ಪಾದಕಾರಾಗಿದ್ದಾರೆ: ಹಿಂದೂ ಜಾಗರಣ ವೇದಿಕೆ ಮುಖಂಡನ ವಿವಾದಾತ್ಮಕ ಹೇಳಿಕೆ ,asianet
421,"Petrol - Diesel Price Today: ಪೆಟ್ರೋಲ್, ಡೀಸೆಲ್ ಹೇಗಿಇದೆ ದರ? ಯಾವೆಲ್ಲಾ ರಾಜ್ಯದಲ್ಲಿ ಇಳಿಕೆ?",asianet
422, ‘ಮಹಾ’ ನೂತನ ಸಿಎಂ ಶಿಂಧೆಗೆ ನಾಡಿದ್ದು ವಿಶ್ವಾಸಮತ ಪರೀಕ್ಷೆ,asianet
423,"News Hour: ನೂಪುರ್‌ರಿಂದ ದೇಶಕ್ಕೇ ಬೆಂಕಿ, ಸುಪ್ರೀಂ ತರಾಟೆ: ಜಡ್ಡ್ ಅಭಿಪ್ರಾಯ ರದ್ದು ಕೋರಿ ಸಿಜೆಐಗೆ ಅರ್ಜಿ  ",asianet
424,Kolar Crime News: ಸರ್ಕಾರಿ ಭೂ ಮಂಜೂರಿಗಾಗಿ ಜಿಲ್ಲಾಧಿಕಾರಿ ನಕಲಿ ಸಹಿ: ಕಂದಾಯ ಇಲಾಖೆಯ ಇಬ್ಬರು ಅರೆಸ್ಟ್ ,asianet
425,ದೇವೇಗೌಡ್ರ ಬಗ್ಗೆ ರಾಜಣ್ಣ ವಿವಾದಾತ್ಮಕ ಹೇಳಿಕೆ ಖಂಡಿಸಿದ ಡಿಕೆ ಬ್ರದರ್ಸ್..,asianet
426,ಬೆರಣಿ ತಟ್ಟುವ ಮಹಿಳೆಯ ವಿಡಿಯೋ ವೈರಲ್: ಬಾಸ್ಕೆಟ್‌ಬಾಲ್‌ ಟೀಮಲ್ಲಿರಬೇಕಿತ್ತು ಎಂದ ನೆಟ್ಟಿಗರು,asianet
427,Crime News: ಮೂರು ವರ್ಷದ ಮಗು ಕೊಂದು ತಾನೂ ಆತ್ಮಹತ್ಯೆಗೆ ಮಾಡಿಕೊಂಡ ಅಮ್ಮ,asianet
428,"ಹೆಂಡತಿಯ ಕೈಕಾಲು ಕಟ್ಟಿ 4ನೇ ಮಹಡಿಯಿಂದ ಬಿಸಾಕಿದ ಪಾಪಿ ಗಂಡ, ಎದೆ ಝಲ್‌ ಎನ್ನಿಸುವ ಘಟನೆ",asianet
429,ಬಾಯ್ತಪ್ಪಿ ಕುದುರೆ ವ್ಯಾಪಾರಕ್ಕೂ ಜಿಎಸ್‌ಟಿ ಎಂದ ಸಚಿವೆ ನಿರ್ಮಲಾ,asianet
430, 4ದಿನಕ್ಕೆ  ಕೆಲಸ ಕಡಿತ ಸೇರಿದಂತೆ ಜುಲೈ 1 ರಿಂದ ದೇಶದಲ್ಲಿ ಹಲವು ಮಹತ್ವದ ಬದಲಾವಣೆ ,asianet
431,ಬಾಲ ಬಿಚ್ಚಿದ್ರೆ ಗ್ರಹಚಾರ ಬಿಡಿಸ್ತೀವಿ: ಭೀಮಾತೀರದ ರೌಡಿಗಳಿಗೆ ಎಸ್‌ಪಿ ವಾರ್ನಿಂಗ್ ,asianet
432,ಕೆಲಸಕ್ಕಿದ್ದ ಮನೆಯ ಮಾಲಕಿಯ ಕೈ ಕಾಲು ಕಟ್ಟಿ 10 ಲಕ್ಷ ದರೋಡೆ,asianet
433,Crime News: ವರದಕ್ಷಿಣೆಗಾಗಿ ಸೊಸೆಯನ್ನು ವಿದ್ಯುತ್‌ ತಂತಿಗೆ ಕಟ್ಟಿ ಕೊಂದ ಅತ್ತೆ-ಮಾವ ,asianet
434,Karnataka Business Award: ಅಪೋನಿಕ್ಸ್‌ ಟೆಕ್ನಾಲಜಿಸ್ ಪ್ರವೀಣ್ ಹಲಕುರ್ಕಿಗೆ ಕರ್ನಾಟಕ ಬ್ಯುಸಿನೆಸ್ ಅವಾರ್ಡ್‌,asianet
435,"Cyber Crime: 'ಅಶ್ಲೀಲ ವಿಡಿಯೋ ಡಿಲೀಟ್‌ ಮಾಡ್ತೀವಿ, ₹50 ಸಾವಿರ ಕೊಡಿ ':  ಸಿಬಿಐ ಹೆಸರಲ್ಲಿ ವಂಚನೆಗೆ ಯತ್ನ",asianet
436,"18 ಕ್ರಿಮಿನಲ್‌ ಕೇಸ್‌, 11 ಕೋಟಿ ಆಸ್ತಿ, 6 ಕಾರು, ಪಿಸ್ತೂಲ್‌-ರಿವಾಲ್ವರ್‌ ಇರಿಸಿಕೊಂಡಿರುವ ಮಹಾ 'ಸರ್ಕಾರ್‌'",asianet
437,ಯುವಕನ ಸ್ಟೈಲಿಶ್‌ ಬ್ಯಾಕ್‌ಫ್ಲಿಪ್‌ ಸ್ಟಂಟ್‌ಗೆ ಬೆರಗಾದ ನೆಟ್ಟಿಗರು,asianet
438,"ಕನ್ಹಯ್ಯಲಾಲ್ ಕುಟುಂಬಕ್ಕೆ ಸಹಾಯ, 24 ಗಂಟೆಯಲ್ಲಿ 1 ಕೋಟಿ ರೂಪಾಯಿ ದೇಣಿಗೆ",asianet
439,ಒಂದೇ ಕಾಲಿನಲ್ಲಿ ಕುಂಟತ್ತಲೇ 2 ಕಿ.ಮೀ ದೂರದ ಶಾಲೆಗೆ ಹೋಗುವ ಬಿಹಾರದ ಈ ಹುಡುಗಿಗೆ ವೈದ್ಯೆಯಾಗುವ ಆಸೆ,asianet
440,ಬೆಳಗಾವಿ ದಕ್ಷಿಣ ಬಿಜೆಪಿ ಶಾಸಕ ಅಭಯ್ ಪಾಟೀಲ್‌ಗೆ ಸಂಕಷ್ಟ,asianet
441,"ಅಮ್ಮನ ವಿರುದ್ಧ ಗಂಭೀರ ಆರೋಪ ಮಾಡಿದ 9 ವರ್ಷದ ಮಗು, ವಿಡಿಯೋ ಕಂಡು ಬೆಚ್ಚಿ ಬಿದ್ದ ನೆಟ್ಟಿಗರು",asianet
442,ವಾರದ ಹಿಂದೆ ಮಹಾರಾಷ್ಟ್ರದಲ್ಲೂ ಶಿರಚ್ಛೇದ?: ವ್ಯಾಪಾರಿ ಹತ್ಯೆಗೂ ಟೇಲರ್‌ ಶಿರಚ್ಛೇದಕ್ಕೂ ಸಾಮ್ಯತೆ,asianet
443,Maharashtra Political Ciris LIVE:  ಸಿಎಂ ಶಿಂಧೆ ಹಾಗೂ ಡಿಸಿಎಂ ಫಡ್ನವಿಸ್ ಮೊದಲ ಕ್ಯಾಬಿನೆಟ್ ಸಭೆ,asianet
444,ಮಹಾರಾಷ್ಟ್ರದಲ್ಲೂ ಅರಳಲಿದೆ ಕಮಲ:  ಫಡ್ನವೀಸ್‌ ಸಿಎಂ?,asianet
445,ಅಪ್ರಾಪ್ತೆ ಮೇಲೆ ಅತ್ಯಾಚಾರ: ಅಪರಾಧಿಗೆ 20 ವರ್ಷ ಶಿಕ್ಷೆ,asianet
446,"ವಿಶ್ವಾಸಮತ ಯಾಚನೆ ಪ್ರಶ್ನಿಸಿದ ಉದ್ಧವ್ ಠಾಕ್ರೆ, ರಾತ್ರಿ 9 ಗಂಟೆಗೆ ತೀರ್ಪು ಕಾಯ್ದಿರಿಸಿದ ಸುಪ್ರೀಂ ಕೋರ್ಟ್",asianet
447,"61 ವರ್ಷದ ಶಂಶದ್‌ನನ್ನು ಪ್ರೀತಿಸಿ ಮದುವೆಯಾದ 18 ವರ್ಷದ ಆಲಿಯಾ, ವೈರಲ್ ಅದ ಲವ್‌ ಸ್ಟೋರಿ",asianet
448,"ಘನ ಡೀಸೆಲ್ ವಾಹನ ದೆಹಲಿ ಪ್ರವೇಶ ನಿಷೇಧ, ಟ್ರೆಡರ್ಸ್‌ನಿಂದ ತುರ್ತು ಸಭೆ",asianet
449,"ನೂಪುರ್ ಶರ್ಮಾ ಬೆಂಬಲಿಸಿದ್ದಕ್ಕೆ ಹಿಂದೂ ವ್ಯಕ್ತಿಯ ಶಿರಚ್ಛೇದ, ಭಾರತಕ್ಕೂ ಕಾಲಿಡ್ತು ಐಸಿಸ್ ಕ್ರೌರ್ಯ",asianet
450,"ಪ್ರೀತಿ ಬಲೆಯಲ್ಲಿ ಸಿಕ್ಕಿಬಿದ್ದ ಯುವತಿ ದೇವಸ್ಥಾನದಲ್ಲಿ ಮದುವೆ, ಕೆಲ ದಿನಗಳಲ್ಲೇ ಪತ್ನಿಯ ಅಶ್ಲೀಲ ವಿಡಿಯೋ ಲೀಕ್‌",asianet
451,Yadgir: ವಿಚ್ಛೇದನ ಕೊಡಲು ಒಪ್ಪದ ಪತ್ನಿ ವಿರುದ್ಧ ಸಂಚು ರೂಪಿಸಿದ ಪತಿ,asianet
452,ತುಮಕೂರಿನಲ್ಲಿ ತಲೆ ಎತ್ತಿದೆ ನಕಲಿ ಚೈನ್ ಲಿಂಕ್ ಆನ್ಲೈನ್ ಕಂಪನಿ: ವಿದ್ಯಾರ್ಥಿಗಳೇ ಇವ್ರ ಮೈನ್ ಟಾರ್ಗೆಟ್,asianet
453,"ಉದಯಪುರ ಕನ್ಹಯ್ಯಾಲಾಲ್ ಶಿರಚ್ಛೇದ, ಭಾರತದಲ್ಲಿ ಹಿಂದೂಗಳು ಸುರಕ್ಷಿತವಾಗಿಲ್ಲ ಎಂದ ತಸ್ಲೀಮಾ ನಸ್ರೀನ್",asianet
454,ಭೂಕಂಪದಲ್ಲಿ ಕುಸಿದ ಮನೆ ಬಳಿ ಬಂದು ಮಾಲೀಕರ ಹುಡುಕುವ ಶ್ವಾನ : ಫೋಟೋ ವೈರಲ್,asianet
455,"ನನಗೆ 50 ಶಾಸಕರ ಬೆಂಬಲ, ತೆರೆಮರೆ ರಾಜಕೀಯ ಬಿಟ್ಟು ಹೋಟೆಲ್‌ನಿಂದ ಹೊರಬಂದ ಶಿಂಧೆ",asianet
456,"ಉದಯಪುರ ಟೈಲರ್ ಹತ್ಯೆ ಭಯೋತ್ಪಾದಕ ಘಟನೆ ಎಂದ ಕೇಂದ್ರ, NIA ತಂಡ ರವಾನೆ",asianet
457,"ಜುಲೈ 1ರಿಂದ ಏಕಬಳಕೆ ಪ್ಲಾಸ್ಟಿಕ್‌ ನಿಷೇಧ, ಕಠಿಣ ಕ್ರಮಕ್ಕೆ ಸರ್ಕಾರ ಸಜ್ಜು",asianet
458,"ಬಾಗಲಕೋಟೆ: ಊಟ, ಒಳ ಉಡುಪುಗಳನ್ನು ಕದಿಯೋದೆ ಈ ಖದೀಮನ ಟಾರ್ಗೆಟ್‌..",asianet
459,"ನೂಪುರ್‌ ಪರ ವ್ಯಾಟ್ಸಾಪ್‌ ಸ್ಟೇಟಸ್‌ ಹಾಕಿದ 8 ವರ್ಷದ ಪುತ್ರ, ಬರ್ಬರವಾಗಿ ಹತ್ಯೆಯಾದ ತಂದೆ",asianet
460,"ನೂಪುರ್ ಶರ್ಮಾಗೆ ಬೆಂಬಲ ಸೂಚಿಸಿದ ಹಿಂದೂ ಯುವಕನ ತಲೆ ಕತ್ತರಿಸಿದ ಮುಸ್ಲಿಂ ಯುವಕರು, ವಿಡಿಯೋ ವೈರಲ್",asianet
461,Hubli Crime News: ಕಾರ್ಪೋರೆಟರ್ ಹತ್ಯೆಗೆ ಪತಿಯಿಂದಲೇ ಯತ್ನ: ದೂರು ದಾಖಲು,asianet
462,ಪ್ರೀತಿಯ ಶ್ವಾನದ ಅಗಲಿಕೆಯಿಂದ ಹೊರಬರಲು ಚಿರತೆ ದತ್ತು ಪಡೆದ ಯುವತಿ,asianet
463,ಸಿಟ್ಟಿಗೆದ್ದ ತಮ್ಮನ ಸಂತೈಸಲು  434 ಮೀ. ಉದ್ದದ 5 ಪತ್ರ ಬರೆದ ಅಕ್ಕ,asianet
464,"ರಾಷ್ಟ್ರಪತಿ ಚುನಾವಣೆಗೆ ನಾಮಪತ್ರ ಸಲ್ಲಿಸಿದ ರೈತ, ಒಟ್ಟು 56 ಅಭ್ಯರ್ಥಿಗಳ ಸ್ಪರ್ಧೆ",asianet
465,"Pallonji Mistry Passes Away: ಐರ್ಲೆಂಡ್‌ ಕ್ರಿಕೆಟ್‌ ತಂಡಕ್ಕೂ, ಭಾರತದ ಉದ್ಯಮಿಗೂ ಇರುವ ನಂಟೇನು",asianet
466,"ಕರಗುತ್ತಿವೆ ಟಿಬೆಟ್‌ನ ಹಿಮಗಡ್ಡೆಗಳು, ಪತ್ತೆಯಾಯ್ತು 1000 ಹೊಸ ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳು, ಭಾರತ-ಚೀನಾಗೆ ಅಪಾಯ",asianet
467,"ಅಮೆರಿಕ: ಟ್ರಕ್‌ನಲ್ಲಿ 46 ಹೆಣ ಪತ್ತೆ, ಮಾನವ ಕಳ್ಳ ಸಾಗಣೆ ಶಂಕೆ",asianet
468,"ರಾಜ್ಯದ ಜನತೆಗೆ ವಿದ್ಯುತ್ ಶಾಕ್, ಜುಲೈ 1ರಿಂದ ದರ‌ ಏರಿಕೆ, ಕೆಇಆರ್‌ಸಿ ಒಪ್ಪಿಗೆ",asianet
469,ಸಲಿಂಗ ಸಂಬಂಧ ವಿರೋಧಿಸಿದ್ದಕ್ಕೆ ಲಿಂಗ ಬದಲಿಸಿಕೊಂಡಳು,asianet
470,ಬಾಹ್ಯಾಕಾಶದಿಂದ ಭೂಮಿಗೆ ಸೌರವಿದ್ಯುತ್: ಚೀನಾ ಸಾಹಸ,asianet
471,ವಿಧಾನಸೌಧದಲ್ಲಿ ಕೆಂಪೇಗೌಡ ಪ್ರತಿಮೆ: ಸಿಎಂ ಬೊಮ್ಮಾಯಿ,asianet
472,ಲೋಕ ಅದಾಲತ್‌ನಲ್ಲಿ ದಾಖಲೆಯ 7.6 ಲಕ್ಷ ಕೇಸ್‌ ರಾಜಿ,asianet
473,"ಆಫ್ ಹೆಲ್ಮೆಟ್, ಶೋಕಿ ಸೈಲೆನ್ಸರ್:  ಪುಡಿ-ಪುಡಿ ಮಾಡಿದ ರೋಡ್‌‌ ರೋಲರ್",asianet
474,"ಪವಿತ್ರ ಅಮರನಾಥ ಯಾತ್ರೆಗೆ 3 ಲಕ್ಷ ಭಕ್ತರು ನೋಂದಣಿ, ಜೂನ್ 30 ರಿಂದ ಆರಂಭ",asianet
475,"ರಾಷ್ಟ್ರಪತಿ ಚುನಾವಣೆಗೆ ವಿಪಕ್ಷ ಅಭ್ಯರ್ಥಿ ಯಶವಂತ್ ಸಿನ್ಹ ನಾಮಪತ್ರ, ಟಿಆರ್‌ಎಸ್ ಬೆಂಬಲ",asianet
476,'ನೇತಾಜಿ ಸುಭಾಷ್ ಚಂದ್ರ ಬೋಸ್ ಹತ್ಯೆ ಮಾಡಿಸಿದ್ದು ಗಾಂಧೀಜಿ' ಬಿಜೆಪಿ ನಾಯಕನ ವಿವಾದಿತ ಹೇಳಿಕೆ,asianet
477,ಲೈಂಗಿಕ ದೌರ್ಜನ್ಯ:  ಮಲಯಾಳಂ ನಟ ವಿಜಯ್ ಬಾಬು ಬಂಧನ,asianet
478,Maharashtra Political Crisis ನಡುವೆ ಶಿವಸೇನೆ ಸಂಜಯ್‌ ರಾವತ್‌ಗೆ ಇಡಿ ನೊಟೀಸ್‌,asianet
479,"ಬಹಿರ್ದೆಸೆಗೆ ಹೋದಾಗ ಕರಡಿ ಡೆಡ್ಲಿ ಅಟ್ಯಾಕ್, ಸೆಣಸಾಡಿ ಪ್ರಾಣ ರಕ್ಷಸಿಕೊಂಡ ರುದ್ರಪ್ಪ",asianet
480,"ಅವಳಲ್ಲ ಅವನು: ಮದುವೆಗೆ ಮನೆಯವರಿಂದ ವಿರೋಧ, ಲಿಂಗ ಬದಲಾಯಿಸಿಕೊಂಡ ಯುವತಿ",asianet
481,ಕೈಯಲ್ಲಿ ಚಾಕು ಹಿಡಿದು ಡಾನ್‌ ತರ ಜನರ ಬೆದರಿಸಿದ ಕೋತಿ: ವಿಡಿಯೋ ವೈರಲ್,asianet
482,ಪತಿ ಉದ್ಧವ್‌ ಸರ್ಕಾರ ಉಳಿಸಲು ಕಣಕ್ಕಿಳಿದ ಪತ್ನಿ,asianet
483,"ಅಗ್ನಿಪಥಕ್ಕೆ 3 ದಿನದಲ್ಲಿ 56,960 ಅರ್ಜಿ ಸಲ್ಲಿಕೆ",asianet
484,"ರಾಜ್ಯದ ಮೊದಲ ಸರ್ಕಾರಿ ಗೋಶಾಲೆ, ಗೋವು ದತ್ತು ಪಡೆಯಲೂ ಅವಕಾಶ",asianet
485,Bengaluru: 28 ಟನ್‌ ತೂಕದ 60 ಕೋಟಿ ಡ್ರಗ್ಸ್‌ ನಾಶ ಮಾಡಿದ ಪೊಲೀಸರು,asianet
486,ರಮೇಶ್‌ ಜಾರಕಿಹೊಳಿಯಿಂದ 819 ಕೋಟಿ ವಂಚನೆ: ಕಾಂಗ್ರೆಸ್‌ ಆರೋಪ,asianet
487,Davanagere: ತುಂಗಾ ಚಾರ್ಲಿ ನೀಡಿದ ಸುಳಿವಿನ ಮೇಲೆ ಆರೋಪಿಯನ್ನು ಬಂಧಿಸಿದ ಪೊಲೀಸರು,asianet
488,100 ಕೆಜಿ ತೂಕದ ಬರ್ಮೀಸ್ ಹೆಬ್ಬಾವು ಸೆರೆ,asianet
489,"ಬೆಳಗಾವಿ ಅಪಘಾತ: ಮಗನನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೀನ್ರಿ, ಅಣ್ಣನ ಮಕ್ಕಳು ಅನಾಥರಾದ್ರು, ಕುಟುಂಬಸ್ಥರ ಆಕ್ರಂದನ ",asianet
490,ರಾಜ್ಯಗಳಿಗೆ ಪರಿಹಾರ ಕೊಡಲು ಮಾಡಿದ್ದ ಸಾಲ ತೀರಿಸಲೆಂದು ಸೆಸ್‌ 4 ವರ್ಷ ವಿಸ್ತರಣೆ,asianet
491,"ಮಹಾರಾಷ್ಟ್ರ ಬಿಕ್ಕಟ್ಟಿನಿಂದ ಹೊರಬರಲು ಹೊಸ ಅಸ್ತ್ರ, ಅಖಾಡಕ್ಕಿಳಿದ ಉದ್ದವ್ ಠಾಕ್ರೆ ಪತ್ನಿ",asianet
492,ಮಂತ್ರಾಲಯದ ರಾಯರ ಭಕ್ತರೇ ಎಚ್ಚರ ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಪ್ರಸಾದ ಬುಕ್‌ ನೆಪದಲ್ಲಿ ಖದೀಮರ ವಂಚನೆ ,asianet
