news,label
Photos: 'ಕನ್ನಡ್​ ಗೊತ್ತಿಲ್ಲ' ಸಿನಿಮಾದಲ್ಲಿ ಸುಧಾರಾಣಿ ಹೊಸ ಲುಕ್ಸ್​ ಹೇಗಿದೆ ನೋಡಿ..!,1
 ಆಸ್ಪಿರಿನ್ ಮಾತ್ರೆಗಳಿಂದ ಕೊರೊನಾ ಸೋಂಕು ದೂರ? ,0
India vs Australia: ಚಿನ್ನಸ್ವಾಮಿಯಲ್ಲಿ ನಾಳೆ ಹೈವೋಲ್ಟೇಜ್ ಪಂದ್ಯ; ಕೊಹ್ಲಿ ಪಡೆಗೆ ಅಗ್ನಿಪರೀಕ್ಷೆ,1
ಕಬಿನಿ ಹಿನ್ನೀರಿನಲ್ಲಿ ದರ್ಶನ್​​ ಭರ್ಜರಿ ಸಫಾರಿ!,1
 ಭಾರತಕ್ಕಿಂತ ಹೆಚ್ಚು ಅಮೆರಿಕದಲ್ಲಿ ಜಿಡಿಪಿ ಕುಸಿತವಾಯ್ತಾ?'],0
ಏಷ್ಯಾ ಕಪ್​​​ಗೆ ಕೊಹ್ಲಿಯನ್ನು ಕೈ ಬಿಟ್ಟಿದ್ದಕ್ಕೆ ಬಿಸಿಸಿಐ ಮೇಲೆ ಸ್ಟಾರ್ ಗರಂ,1
ಸಿದ್ದರಾಮಯ್ಯಗೆ ‘ಜಯದೇವಶ್ರೀ’ ಪ್ರಶಸ್ತಿ,0
ಕೊಹ್ಲಿ-ಅನುಷ್ಕಾ ಮೊದಲ ವಿವಾಹ ವಾರ್ಷಿಕೋತ್ಸವ: ವಿರುಷ್ಕಾ ಲವ್​​ ಸ್ಟೋರಿ ಬಗ್ಗೆ ನಿಮಗೆಷ್ಟು ಗೊತ್ತು?,1
ಪೇಟಿಎಂ ಜತೆ ಝೊಮ್ಯಾಟೋ: ಇನ್ಮುಂದೆ ಈ ಸೇವೆ ಕೂಡ ಸಿಗಲಿದೆ,1
 ಪ್ರತಿಭಟನಾಕಾರರು ಶ್ವೇತಭವನಕ್ಕೆ ನುಗ್ಗುವ ವಿಡಿಯೋ,0
Aero India 2019: ತೇಜಸ್ ಹಾರಾಟ ನಡೆಸಿದ್ದು ನನ್ನ ಸೌಭಾಗ್ಯ; ಪಿ.ವಿ. ಸಿಂಧು,1
 ಕೇಜ್ರಿವಾಲ್ ಮತ್ತು ಭಗವಂತ್ ಮಾನ್ ಒಟ್ಟಿಗೆ ಮದ್ಯ ಸೇವನೆ ,0
 ವೈರಲ್ ಫೋಟೋ ಬಾಂಗ್ಲಾ ವಿರುದ್ಧದ ಪ್ರತಿಭಟನೆಯದ್ದಾ? ,0
 ಅಂಗಡಿಯಲ್ಲಿ ಬ್ರೆಡ್ ಮತ್ತು ಬೆಣ್ಣೆಯನ್ನು ಕದಿಯುತ್ತಿದ್ದ 15 ವರ್ಷದ ಬಾಲಕನನ್ನು ಬಂಧಿಸಲಾಗಿದೆ,0
 ಡಿಸಿ ಯಾಕೆ ಮೇಕಪ್ ಅಪ್ ಹಾಕಿಲ್ಲ ಎನ್ನುವ ಪ್ರಶ್ನೆ,0
ತಮಿಳುನಾಡಿನಲ್ಲಿ ಅಣ್ತಮ್ಮಂದೇ ಹವಾ; ಏರಿಕೆ ಆಯ್ತು ಚಿತ್ರಮಂದಿರಗಳ ಸಂಖ್ಯೆ,1
ಭಾರತ-ಅಫ್ಘಾನಿಸ್ತಾನ ಐತಿಹಾಸಿಕ ಟೆಸ್ಟ್:​ ಮೊದಲ ದಿನದಾಟದ ಅಂತ್ಯಕ್ಕೆ ಭಾರತ 347/6,1
ನಟಿ ದೀಪಿಕಾ ಪಡುಕೋಣೆ 32ನೇ ಹುಟ್ಟು ಹಬ್ಬದ ಹಿನ್ನೆಲೆ ಕೆಲವು ಅಪರೂಪದ ಚಿತ್ರಗಳು,1
 ಆಂಧ್ರಪ್ರದೇಶದ ಎಲೂರಿನಲ್ಲಿ ಮತ್ತೊಂದು ಹಿಂದೂ ದೇವಸ್ಥಾನ ಧ್ವಂಸಗೊಂಡಿದೆ,0
ಭಯೋತ್ಪಾದನಾ ಕೇಂದ್ರದಿಂದ ಕೋಕ್​ ಸ್ಟುಡಿಯೋ ತನಕ : ಕಾಶ್ಮೀರಿ ಗಾಯಕನ ಅಸಲಿ ಕಹಾನಿ,1
ಗಲಾಟೆಗಳಿಲ್ಲದೆ ನಡೆದ ಬಿಗ್​ ಬಾಸ್​ ಮೊದಲ ಸೀಸನ್​ ನಂತರ ವಿವಾದ ಹುಟ್ಟು ಹಾಕಿದ್ದು ಸುಳ್ಳಲ್ಲ,1
" ಈಜಿಪ್ಟ್ ಮೂಲದ ಕುವೈತ್ ಉದ್ಯಮಿ ಅರಬ್‌ನ ನಾಸರ್ ಅಲ್ ಖರಾಫೀಯವರು ನಿಧನರಾದಾಗ, ತಾವು ಬಿಟ್ಟು ಹೋದ ಆಸ್ತಿ, ಅಂತಸ್ತು, ವೈಡೂರ್ಯಗಳ ಚಿತ್ರಗಳನ್ನು ಇಲ್ಲಿ ಪ್ರಕಟಿಸಲಾಗಿದೆ",0
2017ರಲ್ಲಿ ಬಾಲಿವುಡ್ ನಟಿಯರ ಬೆಸ್ಟ್ ಫೋಟೋಗಳು,1
ಸಮೂಹ ಸನ್ನಿ ಹಿಡಿಸಲು ಬೆಂಗಳೂರಿನತ್ತ ಸನ್ನಿ ಲಿಯೋನ್​: ಈ ಸಲವಾದರೂ ನಡೆಯುತ್ತಾ ಕಾರ್ಯಕ್ರಮ..!,1
4ನೇ ಟೆಸ್ಟ್​: ಭಾರತ-ಆಸ್ಟ್ರೇಲಿಯಾ ನಡುವಣ ಮೊದಲ ದಿನದಾಟದ ಚಿತ್ರಪಟಗಳು,1
ಕರಿಚಿರತೆಗೆ ಸದ್ಯ ಜೈಲೇ ಗತಿ : ಸೆ.26 ಕ್ಕೆ ಆದೇಶ ಕಾಯ್ದಿರಿಸಿದ ನ್ಯಾಯಾಧೀಶರು,1
 ‘ಯಾಸ್’ ಚಂಡಮಾರುತದ ಬಿರುಗಾಳಿಯ ದೃಶ್ಯಗಳು ಮತ್ತು ದೊಡ್ಡ ಮರಗಳು ಕೂಡ ಹತ್ತಿಯಂತೆ ಹಾರುತ್ತವೆ,0
ಬಜಾರ್ ಅಂಗಳದಲ್ಲಿ ಸಿಕ್ಕ ಧನ್ವೀರ್​,1
"ಐಫೋನ್​ SE 2ಗಿಲ್ಲ ಬಿಡುಗಡೆ ಭಾಗ್ಯ, 'mini iPhone X' ಮಾರುಕಟ್ಟೆಗೆ?",1
 ಟಿಎಂಸಿಯ ಹಳೆ ಪೋಸ್ಟರ್ ಬಳಸಿ ಉತ್ತರ ಪ್ರದೇಶದಲ್ಲಿ ಕಾಂಗ್ರೆಸ್\u200c ಪ್ರಚಾರ!'],0
"ಗಡಿ ಕಾಯುವ ಯೋಧ, ದಕ್ಷ-ಪ್ರಾಮಾಣಿಕ ಅಧಿಕಾರಿಗಳ ಕತೆಯೇ ಚಂಬಲ್​! | ಭಾಗ - 1",1
" ‘ಇದು ಬೆಂಗಳೂರಿನ ಆಸ್ಪತ್ರೆಯ ಸ್ಥಿತಿ, ಯಾರೂ ಮನೆಯಿಂದ ಹೊರಹೋಗಬೇಡಿ’']",0
 ಚೀನಾ ಉತ್ಪಾದಿಸಿದ ಮೊದಲ ಪ್ಲಾಸ್ಟಿಕ್ ಹೆಣ್ಣು ರೋಬೋ,0
ಪಾಕಿಸ್ತಾನದ ಈ ಬೌಲರ್ ಪ್ರಕಾರ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಕಠಿಣ ಬ್ಯಾಟ್ಸ್​ಮನ್​​ ಅಲ್ವಂತೆ: ಮತ್ಯಾರು..?,1
 ವಿವೇಕಾನಂದರು ಕ್ರಿಕೆಟ್\u200c ಆಡಿದ್ದ ಫೋಟೋನಾ ಇದು.?'],0
2ನೇ ಟೆಸ್ಟ್​​ನಲ್ಲೂ ಕೆರಿಬಿಯನ್ನರ ಕಳಪೆ ಬ್ಯಾಟಿಂಗ್: ದಿನದಾಟದ ಅಂತ್ಯಕ್ಕೆ ವಿಂಡೀಸ್: 295/7,1
ಮಹೇಶ್​ ಬಾಬು ಅಭಿನಯದ 'ಮಹರ್ಷಿ' ಸಿನಿಮಾದ ಸ್ಟೋರಿ ಲೀಕ್​: ಅಭಿಮಾನಿಗಳು ಶಾಕ್​..!,1
ಮಗಳು ಮೋನಿಕಾ ಮೇಲೆ ದುನಿಯಾ ವಿಜಿ ಹಲ್ಲೆ ಪ್ರಕರಣ: ಪುರಾವೆ ಇಲ್ಲದ ಕಾರಣ ಪ್ರಕರಣ ವಜಾ?,1
 ಟಿ20 ವಿಶ್ವಕಪ್,0
ಹೈದರಾಬಾದ್​ ತಲುಪಿದ ಪದ್ಮಾವತ್​ ಬ್ಯಾನ್​ ಬಿಸಿ: ಚಿತ್ರಮಂದಿರಗಳಿಗೆ ಎಚ್ಚರಿಕೆ ನೀಡಿದ ಕರಣಿ ಸೇನೆ,1
 ಹೊಸ ಕೃಷಿ ಕಾನೂನುಗಳನ್ನು ವಿರೋಧಿಸಿ ರೈತರು ನಡೆಸುತ್ತಿರುವ ಪ್ರತಿಭಟನೆಯ ನೂರಾರು ಡೇರೆಗಳನ್ನು ತೋರಿಸುವ ಚಿತ್ರ,0
ವಿಭಿನ್ನ ಕಥೆಯ ‘ಗೂಗಲ್​’ ನಾಳೆ ತೆರೆಗೆ,1
'ನಿಮಗೂ ರೌಡಿಗಳಿಗೂ ಇರೋ ವ್ಯತ್ಯಾಸ ಏನು?'; ದುನಿಯಾ ವಿಜಯ್​ ಹಳೆ ಕೇಸುಗಳ ವಿಚಾರಣೆ ಕೈಗೆತ್ತಿಕೊಂಡ ಪೊಲೀಸರು,1
ಬಿ-ಟೌನ್​ನ ಈ ನಟಿಯ ಬೆಲ್ಲಿ ಡಾನ್ಸ್​ ವಿಡಿಯೋ ವೈರಲ್​...!,1
" 'ಈಶ್ವರ ಅಲ್ಲಾಹ್‌ ತೆರೋ ನಾಮ್‌' ಬದಲಿಗೆ 'ಜೈ ಶ್ರೀರಾಮ್‌'?, ವಿಡಿಯೋ ಹಿಂದಿನ ಸತ್ಯ",0
ಕನ್ನಡದ ಹಿರಿಯ ನಿರ್ಮಾಪಕ ಎಸ್. ನಾಗರಾಜ ಶೆಟ್ಟಿ ನಿಧನ,1
'ಇಂಗ್ಲೆಂಡ್​​ನಲ್ಲಿರುವ 11 ಮಂದಿ ಭಾರತೀಯರನ್ನು ರಕ್ಷಿಸಿ'; ಟೀಂ ಇಂಡಿಯಾ ಸೋಲಿಗೆ ಟ್ವಿಟ್ಟರಿಗರ ಕಿಡಿ,1
ಖಡಕ್ ಖಳನಟ ಠಾಕೂರ್‌ ಅನೂಪ್‌ ಸಿಂಗ್‌ ನಾಯಕನಾಗಿ ಕನ್ನಡ ಸಿನಿಮಾಗೆ ಭರ್ಜರಿ ಎಂಟ್ರಿ,1
ನಟ ಯಶ್​ ಬಾಡಿಗೆ ಮನೆ ಗಲಾಟೆ; ಹೈಕೋರ್ಟ್​ನಲ್ಲೂ ರಾಕಿಂಗ್​ಸ್ಟಾರ್​ಗೆ ಹಿನ್ನಡೆ,1
 ಕೊರೊನಾ ಲಸಿಕೆ ಮನುಷ್ಯನ ಡಿಎನ್‌ಎ ಬದಲಾಯಿಸುತ್ತದೆಯೇ?,0
  ಬಾವಿ ಮುಚ್ಚಿದ ಜನ!'],0
 ಗಡಿ ನಿಯಂತ್ರಣ ರೇಖೆ ಬಳಿ ಭಾರತ-ಚೀನಾ ಯುದ್ಧ?'],0
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ ನಡುವಣ ಮೊದಲ ಟೆಸ್ಟ್​ ಪಂದ್ಯದ ಕೆಲ ಚಿತ್ರಪಟಗಳು,1
ರಾಮಯ್ಯ ತಾಂತ್ರಿಕ ಮಹಾವಿದ್ಯಾಲಯದಲ್ಲಿ ಮುಕ್ತ ದಿನ: ತಂತ್ರಜ್ಞಾನ ಲೋಕದ ಅನಾವರಣ,0
['Fact Check| ಶಾಹೀನ್\u200c ಬಾಗ್\u200c ಪ್ರತಿ\u200bಭ\u200bಟನಾ ಸ್ಥಳ\u200bದಲ್ಲಿ ಅನೈ\u200bತಿಕ ಚಟು\u200bವ\u200bಟಿ\u200bಕೆ!'],0
 ಪಂಜಾಬ್‌ನ ಹೋರಾಟನಿರತ ರೈತರು ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿಗಳಲ್ಲಿ ಹಿಂದಿ ಸೈನ್‌ಬೋರ್ಡ್‌ಗಳಿಗೆ ಮಸಿ ಬಳಿಯುತ್ತಿದ್ದಾರೆ,0
ಜಾರ್ಖಂಡ್,0
ಸ್ಯಾಮ್​ಸಂಗ್​ ಗ್ಯಾಲಕ್ಸಿ S10: ವಿಶ್ವದ ಮೊದಲ ಸಾವಿರ GB ಮೊಬೈಲ್,1
ಕೊಹ್ಲಿ ಸ್ಥಾನಕ್ಕೆ ಕಂಟಕ: ಐಸಿಸಿ ನೂತನ ಟೆಸ್ಟ್​ ರ‍್ಯಾಂಕಿಂಗ್ ಹೇಗಿದೆ?,1
 ಅಸೆಂಬ್ಲಿ ಚುನಾವಣೆಗೆ ಮುನ್ನ ಯುಪಿಯಲ್ಲಿ ಸ್ಮೃತಿ ಇರಾನಿ ಅವರ ಬೆಂಗಾವಲು ವಾಹನವನ್ನು ಜನರು ತಡೆಯುವ ಇತ್ತೀಚಿನ ವೀಡಿಯೊ,0
Puneeth at 43: ಸಿನಿ ಲೋಕದಲ್ಲಿ 43 ವರ್ಷ ಕಳೆದ ಪವರ್​ ಸ್ಟಾರ್​ ಪುನೀತ್​..!,1
ಅಂಡರ್-19 ವಿಶ್ವಕಪ್ ಗೆಲುವಿನಲ್ಲಿ ರಾಹುಲ್ ದ್ರಾವಿಡ್ ಗುರುತು ಎದ್ದು ಕಾಣುತ್ತಿದೆ: ಉನ್ಮುಕ್ತ್ ಚಾಂದ್ ಶ್ಲಾಘನೆ,1
ಏಷ್ಯಾ ಕಪ್​​: ಇಂದು ಭಾರತ-ಅಫ್ಘನ್ ಔಪಚಾರಿಕ ಪಂದ್ಯ: ಅಚ್ಚರಿ ಮೂಡಿಸಿದೆ ಕ್ರಿಕೆಟ್ ಶಿಶುಗಳ ಪ್ರದರ್ಶನ,1
‘ಪಬ್​ಜಿ’ ಪ್ರಿಯರು ‘ಚಿಕನ್​ ಡಿನ್ನರ್’​ ಸವಿಯಲು ಇಲ್ಲಿದೆ 5 ಸುಲಭ ಉಪಾಯ,1
ಸೆಟ್ಟೇರುವ ಮುನ್ನವೇ ಕೋಟಿ ಕೋಟಿ ಗಳಿಸುವ ಸೂಚನೆ ನೀಡಿರುವ ಸುದೀಪ್​ ಅವರ ಹೊಸ ಸಿನಿಮಾ ಯಾವುದು ಗೊತ್ತಾ?,1
" ಲಾಕ್\u200cಡೌನ್ ಸಡಿಲಿಕೆ, ಹುಷಾರಾಗಿರಿ, ಕ್ರೈಮ್\u200c ಹೆಚ್ಚಳವಾಗುತ್ತದೆ!']",0
"ಸಿನಿ ಅಡ್ಡದಲ್ಲಿ ಸಂಕ್ರಾಂತಿ: ರಾಮ್​ ಚರಣ್​, ಬಾಲಯ್ಯ, ಅಜಿತ್ ಮುಂದೆ 300 ಕೋಟಿ ಗಳಿಸುತ್ತಾ 'ಕೆ.ಜಿ.ಎಫ್'..?​",1
ಚಿತ್ರರಂಗದಲ್ಲಿ ಸುಮಾರು 20 ವರ್ಷ ಕಳೆದ ನಟ ಆರ್​ ಮಾಧವನ್​ ಈಗ ವೆಬ್ ​ಸರಣಿಯಲ್ಲಿ,1
ಮುಖ್ಯಾಂಶಗಳು,1
PHOTOS: ಬಾಲಿವುಡನ್ನೇ ಬೆಚ್ಚಿ ಬೀಳಿಸಿದ 8 ತಾರೆಯರ ಅನುಮಾನಾಸ್ಪದ ಸಾವು..!,1
ಐಜ್ವಾಲ್ ವಿರುದ್ಧ 5-0ಯಿಂದ ಗೆದ್ದರೂ ಬೆಂಗಳೂರು ಎಫ್​ಸಿಗೆ ತಪ್ಪಿಲ್ಲ ಅತಂತ್ರ ಸ್ಥಿತಿ,1
ಶಿವಣ್ಣ-ಸುದೀಪ್​ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯೆ ಉಂಟಾಯಿತಾ ಸ್ಟಾರ್​ ವಾರ್​; ಅಭಿಮಾನಿಗಳ ಬಗ್ಗೆ ಶಿವಣ್ಣ ಹೀಗ್ಯಾಕೆ ಹೇಳಿದ್ರು?,1
ಟಾಲಿವುಡ್​ನಲ್ಲಿ ಸಾಯಿ ಪಲ್ಲವಿಯನ್ನು ಹಿಂದಿಕ್ಕಿದ ರಶ್ಮಿಕಾ; ತೆಲುಗಿನಲ್ಲಿ ನಂ.1ಸ್ಥಾನಕ್ಕೇರಲಿದ್ದಾರಾ ಕಿರಿಕ್​ ಬೆಡಗಿ?,1
 ಎನ್ಆರ್ಸಿ ವಿರುದ್ಧ ಪ್ರತಿಭಟಿಸಿದ್ದಕ್ಕಾಗಿ ಜೈಲಿನಲ್ಲಿದ್ದ ಮಹಿಳೆಯೊಬ್ಬಳು ಬನಾರಸ್ (ವಾರಣಾಸಿ) ನ ಬಂಧನ ಕೇಂದ್ರವೊಂದರಲ್ಲಿ ಬೇಲಿಯ ಮೂಲಕ ಮಗುವಿಗೆ ಹಾಲುಣಿಸುತ್ತಿದ್ದ ಮಹಿಳೆಯೊಬ್ಬಳ ಚಿತ್ರ ,0
ಇಂಗ್ಲೆಂಡ್ ಸರಣಿಗೂ ಮುನ್ನ ಫೋಟೋಗೆ ಪೋಸ್ ಕೊಟ್ಟ ಟೀಮ್ ಇಂಡಿಯಾ ಆಟಗಾರರು,1
 ಯುಪಿಯ ಮೈನ್‌ಪುರಿಯಲ್ಲಿ ಬಂದೂಕು ಇಟ್ಟುಕೊಂಡಿದ್ದ ಮುಸ್ಲಿಂ ಬಾಲಕಿ? ,0
 ಮತದಾನ ಮಾಡದವರ ಖಾತೆಯಿಂದ ಹಣ ಕಡಿತವಾಗುವುದೇ? ,0
"ಚಂದನವನದಲ್ಲಿ ಮತ್ತೆ ಹೊಗೆಯಾಡುತ್ತಿದೆ ಮೀಟೂ, ಮೌನ ಮುರಿದ ಸುಮನ್​ ನಗರ್​ಕರ್​​",1
#NTR Biopic Review: ಅಭಿಮಾನಿಗಳ ಮನ ಮುಟ್ಟಿದ 'ಕಥಾನಾಯಕುಡು'..!,1
ಎಲ್ಲ ಭಾಷೆಯ ಚಿತ್ರರಂಗದಲ್ಲೂ ಇದೆ ಪಾತ್ರಕ್ಕಾಗಿ ಪಲ್ಲಂಗ: ಕ್ರಿಷಿ ತಪಾಂಡ,1
ಸಚಿನ್ ದಾಖಲೆ ನುಚ್ಚುನೂರು: ಇತಿಹಾಸ ಬರೆದ ವಿರಾಟ್ ಕೊಹ್ಲಿ,1
 ಫ್ರಾನ್ಸ್‌ನ ಬೀದಿಗಳಲ್ಲಿ ಮುಸ್ಲಿಮರು ನಮಾಜ್ ಮಾಡುವ ವಿಡಿಯೋ,0
ಬರೋಬ್ಬರಿ 200 ಕಿ.ಮೀ ಮೈಲೇಜ್ ನೀಡಲಿದೆ ಹೋಂಡಾ ಕಂಪೆನಿಯ ನೂತನ ಕಾರು..!,1
ಸಲ್ಲುಗೆ ಕೈಕೊಡ್ತು ಬ್ಲ್ಯಾಕ್ ಕಲರ್; ಬೆದರಿಕೆ ಹಾಕಿದ ಗ್ಯಾಂಗ್​ಸ್ಟರ್ ಪಕ್ಕದಲ್ಲೇ ಸಲ್ಲು ಸೆಲ್ಲು..!,1
ಮಾನವೀಯತೆ ಮೆರೆದ ನವೀನ್ ಸಜ್ಜು: ಯುವ ಗಾಯಕ ಎಲ್ಲೂ ಕಾಣಿಸದಿರಲು ಇಲ್ಲಿದೆ ಕಾರಣ!,1
'ತುರ್ತು ನಿರ್ಗಮನ'ದ ಹುಡುಕಾಟದಲ್ಲಿ ಚಂದನವನದ ನಟ ಸುನೀಲ್ ರಾವ್,1
 ಲಸಿಕೆ ಸಿಕ್ಕ ಖುಷಿಯಲ್ಲಿ ರಷ್ಯಾದ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸಂಭ್ರಮಾಚರಣೆ ,0
"'ನನ್ನ ತಪ್ಪಿನಿಂದ ಐಟಿ ದಾಳಿ ನಡೆದದ್ದು, ಸರಿಪಡಿಸಿಕೊಳ್ಳುತ್ತೇನೆ': ಸುದೀಪ್​..!",1
 ಸೂರ್ಯೋದಯದ ಫೋಟೋಗಳನ್ನು ಒರಿಸ್ಸಾದ ಕೊನಾರ್ಕ್ ದೇವಾಲಯದಲ್ಲಿ ಸೆರೆಹಿಡಿಯಲಾಗಿದೆ,0
ನಾಯಕ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಮನವಿಗೆ ಒಪ್ಪಿಗೆ ಸೂಚಿಸಿದ ಬಿಸಿಸಿಐ,1
 ವಿಧಾನಸಭಾ ಚುನಾವಣಾ ಫಲಿತಾಂಶ ಘೋಷಣೆಯ ನಂತರ ಟಿಎಂಸಿ ಬೆಂಬಲಿಗರು ಪೊಲೀಸರ ಮೇಲೆ ಹಲ್ಲೆ ನಡೆಸಿದ ವಿಡಿಯೋ,0
 ಹೊಸ ವರ್ಷದಂದು ಮಸೀದಿಗೆ ತೆರಳಿ  ನಮಾಜ್ ಮಾಡಿದ್ರಾ ಕೇಜ್ರಿವಾಲ್.?'],0
" ಶಿಕ್ಷಣದಿಂದ ನಾನು ಇಂಗ್ಲಿಷ್ ವ್ಯಕ್ತಿ, ಅಂತಾರಾಷ್ಟ್ರೀಯ ದೃಷ್ಟಿಕೋನ ಹಾಗೂ ಸಾಂಸ್ಕೃತಿಕವಾಗಿ ಮುಸ್ಲಿಂ ಮತ್ತು ಆಕಸ್ಮಿಕವಾಗಿ ಹಿಂದೂ ಆಗಿ ಹುಟ್ಟಿದ್ದೇನೆ ಎಂದು ಜವಾಹರಲಾಲ್ ನೆಹರು ಹೇಳಿದ್ದಾರೆ",0
 ಉತ್ತರಪ್ರದೇಶದಲ್ಲಿ ಮೇಲ್ಜಾತಿಯವರಿಗೆ ಸೇರಿದ ಬಾವಿಯಿಂದ ನೀರು ತುಂಬಿಸಿಕೊಂಡ ಕಾರಣಕ್ಕೆ ದಲಿತ ಬಾಲಕಿ ಮೇಲೆ ಹಲ್ಲೆ,0
ಐಪಿಎಲ್ 2019: ಪ್ರತಿ ತಂಡದಲ್ಲಿದ್ದಾರೆ ಸ್ಟಾರ್ ಸ್ಪಿನ್ನರ್ಸ್​​,1
 ಇಂಡಿಯಾ ಗೇಟ್‌ನಲ್ಲಿ ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟಗಾರರ ಹೆಸರನ್ನು ಕೆತ್ತಲಾಗಿದೆ,0
['Fact Check About ₹500 Note ಯಾವುದು ಅಸಲಿ ಯಾವುದು ನಕಲಿ?'],0
 ಡೆನ್ಮಾರ್ಕಲ್ಲಿ ಮುಸ್ಲಿಮರಿಗೆ ಮತದಾನ ಮಾಡಲು ನಿಷೇಧ?'],0
 ಹಿಂದೂ ದೇವಸ್ಥಾನದ ಸ್ಥಳವನ್ನು ಅತಿಕ್ರಮಿಸಿ ಮಸೀದಿ ಕಟ್ಟುವುದನ್ನು ತಡೆಯಲು ಯತ್ನಿಸಿದ ಪೊಲೀಸರೊಂದಿಗೆ ಮುಸ್ಲಿಂ ನಾಯಕರು ಆಕ್ರಮಣಕಾರಿಯಾಗಿ ಮಾತನಾಡುವ ವೀಡಿಯೋ,0
ದೀಪಾವಳಿ ಹಬ್ಬಕ್ಕೆ ಶುಭಕೋರಲು ಹಾಕಿದ ಫೋಟೋದಿಂದಲೇ ಟ್ರೋಲ್​ ಆದ ನಟಿ ದಿಶಾ ಪಠಾಣಿ..!,1
ಚೆನ್ನೈ ಸೂಪರ್ ಕಿಂಗ್ಸ್ ತಂಡದಲ್ಲಿ ಧೋನಿ ಹೊಸ ಅವತಾರ,1
" ಹತ್ರಾಸ್‌ಗೆ ತೆರಳುವಾಗ ರಾಹುಲ್, ಪ್ರಿಯಾಂಕಾ ತಮಾಷೆ ಮಾಡಿ ನಗುತ್ತಿದ್ದರೇ?",0
ಫಿಫಾ ವಿಶ್ವಕಪ್ ಚಾಂಪಿಯನ್ ಆಗಿ ಹೊರಹೊಮ್ಮಿದ ಫ್ರಾನ್ಸ್: ಚೊಚ್ಚಲ ವಿಶ್ವಕಪ್ ಗೆಲ್ಲುವ ಕ್ರೋವೇಶಿಯಾ ಕನಸು ನುಚ್ಚು ನೂರು,1
 ಡಚ್ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಭಗವದ್ಗೀತೆ ತರಗತಿಗಳನ್ನು ಕಡ್ಡಾಯಗೊಳಿಸಲಾಗಿದೆ,0
 ಅಪ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ತಾಲಿಬಾನ್‌ಗಳು ಅಲ್ಲಿನ ನಾಗರೀಕರನ್ನು ಕೊಲ್ಲುತ್ತಿರುವ ವಿಡಿಯೋ,0
 ಕೋವಿಡ್-19 ಅನ್ನು ತಡೆಗಟ್ಟಲು ಅಥವಾ ಗುಣಪಡಿಸಲು ಒಣ ಶುಂಠಿಯ ಪುಡಿಯನ್ನು ಮನೆಮದ್ದು ಎಂದು ಸೂಚಿಸುವ ನರವಿಜ್ಞಾನಿ ಡಾ. ಸುಶೀಲ್ ರಜ್ದಾನ್ ಅವರ ವಿಡಿಯೋ,0
 ಕೊರೋನಾಗೆ ತತ್ತರಿಸಿದ ಇಟಲಿಯಲ್ಲಿ ರಸ್ತೆ ಬದಿಯಲ್ಲೇ ಐಸಿಯು!'],0
['Fact Check| ಶಾಹೀನ್\u200c ಬಾಗ್\u200c ಹಿಂಭಾಗದಲ್ಲಿ ಕಾಂಡೋಮ್\u200cಗಳ ರಾಶಿ!'],0
ಪಾಸ್​ಪೋರ್ಟ್​ ಪರಿಶೀಲನೆ: mPassport ಆ್ಯಪ್​ ಆರಂಭಿಸಿದ ಗುರುಗ್ರಾಮ ಪೊಲೀಸ್​,1
ದುನಿಯಾ ವಿಜಯ್ ಹೊಡೆತದಿಂದ ಇನ್ನು ಸುಧಾರಿಸಿಕೊಂಡಿಲ್ಲ ಮಾರುತಿ ಗೌಡ; ವಿಶ್ರಾಂತಿಗಾಗಿ ಪ್ರಕೃತಿ ಚಿಕಿತ್ಸಾ ಕೇಂದ್ರಕ್ಕೆ,1
ಹಸು-ಚಿರತೆಯ ವಾತ್ಸಲ್ಯಮಯ ಭೇಟಿಯ ಚಿತ್ರ ವೈರಲ್: ಅದರ ಹಿಂದಿನ ಸತ್ಯಾಂಶ ಇಲ್ಲಿದೆ,0
 ಟಾಟಾ ಗ್ರೂಪ್ ಆಫ್ ಕಂಪೆನಿಗಳು ಈಗಿನಿಂದ ಯಾವುದೇ ಜೆಎನ್‌ಯು ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ನೇಮಕ ಮಾಡುವುದಿಲ್ಲ ಎಂದು ರತನ್ ಟಾಟಾ ಪ್ರಕಟಿಸಿದೆ,0
" ಸರಕಾರದಿಂದ ಪ್ರತಿಯೊಬ್ಬರಿಗೂ 30,628 ರೂ ಸಿಗುವುದು ನಿಜವಾ? ",0
| ರಸ್ತೆಗಾಗಿ ದೇವಸ್ಥಾನ ಕೆಡವಿ ಮಸೀದಿ ಉಳಿಸಿತೇ ಆಂಧ್ರ ಸರ್ಕಾರ?,0
